0,new norfolk,84,some_country,2019-01-01,66,-42.78,147.06,279.55,3.1
1,lebu,31,some_country,2019-01-01,78,8.96,38.73,287.87,2.895
2,dikson,100,some_country,2019-01-01,99,73.51,80.55,272.75,7.778
3,hirapur,0,some_country,2019-01-01,47,24.37,79.21,297.7,1.086
4,cherskiy,100,some_country,2019-01-01,75,68.75,161.3,270.3,3.502
5,kaitangata,97,some_country,2019-01-01,85,-46.28,169.85,282.56,7.918
